Year,Country,Mayor,POSITION
2020,Latvia,23.5,Mayor or other leader of the municipal council (or equivalent)
2020,Latvia,33.8,Members of the municipal council (or equivalent)
2020,Liechtenstein,18.2,Mayor or other leader of the municipal council (or equivalent)
2020,Liechtenstein,40.4,Members of the municipal council (or equivalent)
2020,Lithuania,8.3,Mayor or other leader of the municipal council (or equivalent)
2020,Lithuania,29.8,Members of the municipal council (or equivalent)
2020,Luxembourg,13.7,Mayor or other leader of the municipal council (or equivalent)
2020,Luxembourg,25.9,Members of the municipal council (or equivalent)
2020,Malta,16.2,Mayor or other leader of the municipal council (or equivalent)
2020,Malta,26.3,Members of the municipal council (or equivalent)
2020,Montenegro,8.3,Mayor or other leader of the municipal council (or equivalent)
2020,Montenegro,31.2,Members of the municipal council (or equivalent)
2020,Netherlands,26.1,Mayor or other leader of the municipal council (or equivalent)
2020,Netherlands,30.8,Members of the municipal council (or equivalent)
2020,North Macedonia,7.4,Mayor or other leader of the municipal council (or equivalent)
2020,North Macedonia,32.4,Members of the municipal council (or equivalent)
2020,Norway,35.4,Mayor or other leader of the municipal council (or equivalent)
2020,Norway,40.5,Members of the municipal council (or equivalent)
2020,Poland,12,Mayor or other leader of the municipal council (or equivalent)
2020,Poland,29.5,Members of the municipal council (or equivalent)
2020,Portugal,10.4,Mayor or other leader of the municipal council (or equivalent)
2020,Portugal,26.6,Members of the municipal council (or equivalent)
2020,Romania,4.5,Mayor or other leader of the municipal council (or equivalent)
2020,Romania,12.4,Members of the municipal council (or equivalent)
2020,Serbia,6.6,Mayor or other leader of the municipal council (or equivalent)
2020,Serbia,31.3,Members of the municipal council (or equivalent)
2020,Slovakia,25.3,Mayor or other leader of the municipal council (or equivalent)
2020,Slovakia,26,Members of the municipal council (or equivalent)
2020,Slovenia,10.4,Mayor or other leader of the municipal council (or equivalent)
2020,Slovenia,32.3,Members of the municipal council (or equivalent)
2020,Spain,21.7,Mayor or other leader of the municipal council (or equivalent)
2020,Spain,40.8,Members of the municipal council (or equivalent)
2020,Sweden,31.7,Mayor or other leader of the municipal council (or equivalent)
2020,Sweden,43.3,Members of the municipal council (or equivalent)
2020,Turkey,2.8,Mayor or other leader of the municipal council (or equivalent)
2020,Turkey,11,Members of the municipal council (or equivalent)
2020,United Kingdom,20,Mayor or other leader of the municipal council (or equivalent)
2020,United Kingdom,34.1,Members of the municipal council (or equivalent)
2021,Albania,13.1,Mayor or other leader of the municipal council (or equivalent)
2021,Albania,43.6,Members of the municipal council (or equivalent)
2021,Austria,9.5,Mayor or other leader of the municipal council (or equivalent)
2021,Austria,24.6,Members of the municipal council (or equivalent)
2021,Belgium,17.6,Mayor or other leader of the municipal council (or equivalent)
2021,Belgium,38.6,Members of the municipal council (or equivalent)
2021,Bosnia and Herzegovina,3.5,Mayor or other leader of the municipal council (or equivalent)
2021,Bosnia and Herzegovina,18.9,Members of the municipal council (or equivalent)
2021,Bulgaria,14,Mayor or other leader of the municipal council (or equivalent)
2021,Bulgaria,27.2,Members of the municipal council (or equivalent)
2021,Croatia,11,Mayor or other leader of the municipal council (or equivalent)
2021,Croatia,31.2,Members of the municipal council (or equivalent)
2021,Cyprus,7.6,Mayor or other leader of the municipal council (or equivalent)
2021,Cyprus,15.3,Members of the municipal council (or equivalent)
2021,Czechia,14.8,Mayor or other leader of the municipal council (or equivalent)
2021,Czechia,28,Members of the municipal council (or equivalent)
2021,Denmark,15.3,Mayor or other leader of the municipal council (or equivalent)
2021,Denmark,32.4,Members of the municipal council (or equivalent)
2021,EEA countries (non-EU),35.6,Mayor or other leader of the municipal council (or equivalent)
2021,EEA countries (non-EU),40.7,Members of the municipal council (or equivalent)
2021,Estonia,19,Mayor or other leader of the municipal council (or equivalent)
2021,Estonia,28.6,Members of the municipal council (or equivalent)
2021,European Union - 27 countries (from 2020),17.5,Mayor or other leader of the municipal council (or equivalent)
2021,European Union - 27 countries (from 2020),34.4,Members of the municipal council (or equivalent)
2021,European Union - 28 countries (1993-2020),17.5,Mayor or other leader of the municipal council (or equivalent)
2021,European Union - 28 countries (1993-2020),34.4,Members of the municipal council (or equivalent)
2021,Finland,39,Mayor or other leader of the municipal council (or equivalent)
2021,Finland,40.2,Members of the municipal council (or equivalent)
2021,France,19.8,Mayor or other leader of the municipal council (or equivalent)
2021,France,42.4,Members of the municipal council (or equivalent)
2021,Germany,11.1,Mayor or other leader of the municipal council (or equivalent)
2021,Germany,23,Members of the municipal council (or equivalent)
2021,Greece,6.5,Mayor or other leader of the municipal council (or equivalent)
2021,Greece,18.2,Members of the municipal council (or equivalent)
2021,Hungary,21.5,Mayor or other leader of the municipal council (or equivalent)
2021,Hungary,30.9,Members of the municipal council (or equivalent)
2021,Iceland,39.1,Mayor or other leader of the municipal council (or equivalent)
2021,Iceland,45.3,Members of the municipal council (or equivalent)
2021,Instrument for Pre-accession Assistance (IPA) beneficiaries,4.2,Mayor or other leader of the municipal council (or equivalent)
2021,Instrument for Pre-accession Assistance (IPA) beneficiaries,19.9,Members of the municipal council (or equivalent)
2021,Ireland,16.1,Mayor or other leader of the municipal council (or equivalent)
2021,Ireland,25.5,Members of the municipal council (or equivalent)
2021,Italy,14.9,Mayor or other leader of the municipal council (or equivalent)
2021,Italy,31.7,Members of the municipal council (or equivalent)
2021,Kosovo,0,Mayor or other leader of the municipal council (or equivalent)
2021,Kosovo,33.3,Members of the municipal council (or equivalent)
2021,Latvia,7,Mayor or other leader of the municipal council (or equivalent)
2021,Latvia,29.8,Members of the municipal council (or equivalent)
2021,Liechtenstein,18.2,Mayor or other leader of the municipal council (or equivalent)
2021,Liechtenstein,36,Members of the municipal council (or equivalent)
2021,Lithuania,8.3,Mayor or other leader of the municipal council (or equivalent)
2021,Lithuania,30.2,Members of the municipal council (or equivalent)
2021,Luxembourg,12.7,Mayor or other leader of the municipal council (or equivalent)
2021,Luxembourg,25.9,Members of the municipal council (or equivalent)
2021,Malta,16.2,Mayor or other leader of the municipal council (or equivalent)
2021,Malta,26.3,Members of the municipal council (or equivalent)
2021,Montenegro,8.3,Mayor or other leader of the municipal council (or equivalent)
2021,Montenegro,31.2,Members of the municipal council (or equivalent)
2021,Netherlands,28.7,Mayor or other leader of the municipal council (or equivalent)
2021,Netherlands,30.9,Members of the municipal council (or equivalent)
2021,North Macedonia,7.4,Mayor or other leader of the municipal council (or equivalent)
2021,North Macedonia,32.4,Members of the municipal council (or equivalent)
2021,Norway,35.4,Mayor or other leader of the municipal council (or equivalent)
2021,Norway,40.5,Members of the municipal council (or equivalent)
2021,Poland,12,Mayor or other leader of the municipal council (or equivalent)
2021,Poland,29.5,Members of the municipal council (or equivalent)
2021,Portugal,10.4,Mayor or other leader of the municipal council (or equivalent)
2021,Portugal,26.6,Members of the municipal council (or equivalent)
2021,Romania,4.5,Mayor or other leader of the municipal council (or equivalent)
2021,Romania,12.4,Members of the municipal council (or equivalent)
2021,Serbia,12.1,Mayor or other leader of the municipal council (or equivalent)
2021,Serbia,37.2,Members of the municipal council (or equivalent)
2021,Slovakia,25.3,Mayor or other leader of the municipal council (or equivalent)
2021,Slovakia,26,Members of the municipal council (or equivalent)
2021,Slovenia,10.4,Mayor or other leader of the municipal council (or equivalent)
2021,Slovenia,32.3,Members of the municipal council (or equivalent)
2021,Spain,22,Mayor or other leader of the municipal council (or equivalent)
2021,Spain,40.9,Members of the municipal council (or equivalent)
2021,Sweden,31.7,Mayor or other leader of the municipal council (or equivalent)
2021,Sweden,43.3,Members of the municipal council (or equivalent)
2021,Turkey,2.8,Mayor or other leader of the municipal council (or equivalent)
2021,Turkey,11,Members of the municipal council (or equivalent)
2021,United Kingdom,23,Mayor or other leader of the municipal council (or equivalent)
2021,United Kingdom,34.2,Members of the municipal council (or equivalent)
2022,Albania,13.1,Mayor or other leader of the municipal council (or equivalent)
2022,Albania,43.6,Members of the municipal council (or equivalent)
2022,Austria,9.8,Mayor or other leader of the municipal council (or equivalent)
2022,Austria,26,Members of the municipal council (or equivalent)
2022,Belgium,18.6,Mayor or other leader of the municipal council (or equivalent)
2022,Belgium,38.9,Members of the municipal council (or equivalent)
2022,Bosnia and Herzegovina,3.5,Mayor or other leader of the municipal council (or equivalent)
2022,Bosnia and Herzegovina,18.9,Members of the municipal council (or equivalent)
2022,Bulgaria,14,Mayor or other leader of the municipal council (or equivalent)
2022,Bulgaria,27.2,Members of the municipal council (or equivalent)
2022,Croatia,11,Mayor or other leader of the municipal council (or equivalent)
2022,Croatia,31.2,Members of the municipal council (or equivalent)
2022,Cyprus,7.6,Mayor or other leader of the municipal council (or equivalent)
2022,Cyprus,15.3,Members of the municipal council (or equivalent)
2022,Czechia,14.8,Mayor or other leader of the municipal council (or equivalent)
2022,Czechia,28,Members of the municipal council (or equivalent)
2022,Denmark,20.4,Mayor or other leader of the municipal council (or equivalent)
2022,Denmark,35.7,Members of the municipal council (or equivalent)
2022,EEA countries (non-EU),35.6,Mayor or other leader of the municipal council (or equivalent)
2022,EEA countries (non-EU),40.9,Members of the municipal council (or equivalent)
2022,Estonia,22.8,Mayor or other leader of the municipal council (or equivalent)
2022,Estonia,28.9,Members of the municipal council (or equivalent)
2022,European Union - 27 countries (from 2020),17.7,Mayor or other leader of the municipal council (or equivalent)
2022,European Union - 27 countries (from 2020),34.5,Members of the municipal council (or equivalent)
2022,European Union - 28 countries (1993-2020),17.7,Mayor or other leader of the municipal council (or equivalent)
2022,European Union - 28 countries (1993-2020),34.5,Members of the municipal council (or equivalent)
2022,Finland,39,Mayor or other leader of the municipal council (or equivalent)
2022,Finland,40.1,Members of the municipal council (or equivalent)
2022,France,20.1,Mayor or other leader of the municipal council (or equivalent)
2022,France,42.2,Members of the municipal council (or equivalent)
2022,Germany,11.3,Mayor or other leader of the municipal council (or equivalent)
2022,Germany,23.8,Members of the municipal council (or equivalent)
2022,Greece,6.7,Mayor or other leader of the municipal council (or equivalent)
2022,Greece,18.6,Members of the municipal council (or equivalent)
2022,Hungary,21.4,Mayor or other leader of the municipal council (or equivalent)
2022,Hungary,31,Members of the municipal council (or equivalent)
2022,Iceland,39.1,Mayor or other leader of the municipal council (or equivalent)
2022,Iceland,49,Members of the municipal council (or equivalent)
2022,Instrument for Pre-accession Assistance (IPA) beneficiaries,4.1,Mayor or other leader of the municipal council (or equivalent)
2022,Instrument for Pre-accession Assistance (IPA) beneficiaries,20,Members of the municipal council (or equivalent)
2022,Ireland,25.8,Mayor or other leader of the municipal council (or equivalent)
2022,Ireland,25.6,Members of the municipal council (or equivalent)
2022,Italy,15,Mayor or other leader of the municipal council (or equivalent)
2022,Italy,32,Members of the municipal council (or equivalent)
2022,Kosovo,2.6,Mayor or other leader of the municipal council (or equivalent)
2022,Kosovo,35.2,Members of the municipal council (or equivalent)
2022,Latvia,7,Mayor or other leader of the municipal council (or equivalent)
2022,Latvia,29.8,Members of the municipal council (or equivalent)
2022,Liechtenstein,18.2,Mayor or other leader of the municipal council (or equivalent)
2022,Liechtenstein,40.4,Members of the municipal council (or equivalent)
2022,Lithuania,6.7,Mayor or other leader of the municipal council (or equivalent)
2022,Lithuania,31.3,Members of the municipal council (or equivalent)
2022,Luxembourg,14.7,Mayor or other leader of the municipal council (or equivalent)
2022,Luxembourg,25.8,Members of the municipal council (or equivalent)
2022,Malta,16.2,Mayor or other leader of the municipal council (or equivalent)
2022,Malta,25.9,Members of the municipal council (or equivalent)
2022,Montenegro,8.3,Mayor or other leader of the municipal council (or equivalent)
2022,Montenegro,31.2,Members of the municipal council (or equivalent)
2022,Netherlands,28.7,Mayor or other leader of the municipal council (or equivalent)
2022,Netherlands,30.9,Members of the municipal council (or equivalent)
2022,North Macedonia,2.5,Mayor or other leader of the municipal council (or equivalent)
2022,North Macedonia,36.7,Members of the municipal council (or equivalent)
2022,Norway,35.4,Mayor or other leader of the municipal council (or equivalent)
2022,Norway,40.5,Members of the municipal council (or equivalent)
2022,Poland,12,Mayor or other leader of the municipal council (or equivalent)
2022,Poland,29.5,Members of the municipal council (or equivalent)
2022,Portugal,10.1,Mayor or other leader of the municipal council (or equivalent)
2022,Portugal,33.8,Members of the municipal council (or equivalent)
2022,Romania,5.4,Mayor or other leader of the municipal council (or equivalent)
2022,Romania,13.3,Members of the municipal council (or equivalent)
2022,Serbia,12.1,Mayor or other leader of the municipal council (or equivalent)
2022,Serbia,37.2,Members of the municipal council (or equivalent)
2022,Slovakia,25.5,Mayor or other leader of the municipal council (or equivalent)
2022,Slovakia,26.2,Members of the municipal council (or equivalent)
2022,Slovenia,10.4,Mayor or other leader of the municipal council (or equivalent)
2022,Slovenia,32.3,Members of the municipal council (or equivalent)
2022,Spain,22.3,Mayor or other leader of the municipal council (or equivalent)
2022,Spain,40.9,Members of the municipal council (or equivalent)
2022,Sweden,32.8,Mayor or other leader of the municipal council (or equivalent)
2022,Sweden,42.5,Members of the municipal council (or equivalent)
2022,Turkey,2.8,Mayor or other leader of the municipal council (or equivalent)
2022,Turkey,11,Members of the municipal council (or equivalent)
2022,United Kingdom,22.5,Mayor or other leader of the municipal council (or equivalent)
2022,United Kingdom,35.7,Members of the municipal council (or equivalent)
2023,Albania,13.1,Mayor or other leader of the municipal council (or equivalent)
2023,Albania,43.6,Members of the municipal council (or equivalent)
2023,Austria,10.5,Mayor or other leader of the municipal council (or equivalent)
2023,Austria,26.3,Members of the municipal council (or equivalent)
2023,Belgium,18.8,Mayor or other leader of the municipal council (or equivalent)
2023,Belgium,38.6,Members of the municipal council (or equivalent)
2023,Bosnia and Herzegovina,3.5,Mayor or other leader of the municipal council (or equivalent)
2023,Bosnia and Herzegovina,18.9,Members of the municipal council (or equivalent)
2023,Bulgaria,14,Mayor or other leader of the municipal council (or equivalent)
2023,Bulgaria,27.2,Members of the municipal council (or equivalent)
2023,Croatia,11,Mayor or other leader of the municipal council (or equivalent)
2023,Croatia,31.2,Members of the municipal council (or equivalent)
2023,Cyprus,7.6,Mayor or other leader of the municipal council (or equivalent)
2023,Cyprus,15.3,Members of the municipal council (or equivalent)
2023,Czechia,18.5,Mayor or other leader of the municipal council (or equivalent)
2023,Czechia,29,Members of the municipal council (or equivalent)
2023,Denmark,21.4,Mayor or other leader of the municipal council (or equivalent)
2023,Denmark,35.4,Members of the municipal council (or equivalent)
2023,EEA countries (non-EU),35.6,Mayor or other leader of the municipal council (or equivalent)
2023,EEA countries (non-EU),40.9,Members of the municipal council (or equivalent)
2023,Estonia,26.6,Mayor or other leader of the municipal council (or equivalent)
2023,Estonia,28.9,Members of the municipal council (or equivalent)
2023,European Union - 27 countries (from 2020),18.2,Mayor or other leader of the municipal council (or equivalent)
2023,European Union - 27 countries (from 2020),34.5,Members of the municipal council (or equivalent)
2023,European Union - 28 countries (1993-2020),18.2,Mayor or other leader of the municipal council (or equivalent)
2023,European Union - 28 countries (1993-2020),34.6,Members of the municipal council (or equivalent)
2023,Finland,39,Mayor or other leader of the municipal council (or equivalent)
2023,Finland,40.1,Members of the municipal council (or equivalent)
2023,France,20.4,Mayor or other leader of the municipal council (or equivalent)
2023,France,42.1,Members of the municipal council (or equivalent)
2023,Germany,11.3,Mayor or other leader of the municipal council (or equivalent)
2023,Germany,23.8,Members of the municipal council (or equivalent)
2023,Greece,6.7,Mayor or other leader of the municipal council (or equivalent)
2023,Greece,18.4,Members of the municipal council (or equivalent)
2023,Hungary,20,Mayor or other leader of the municipal council (or equivalent)
2023,Hungary,30.5,Members of the municipal council (or equivalent)
2023,Iceland,39.1,Mayor or other leader of the municipal council (or equivalent)
2023,Iceland,49,Members of the municipal council (or equivalent)
2023,Instrument for Pre-accession Assistance (IPA) beneficiaries,4.1,Mayor or other leader of the municipal council (or equivalent)
2023,Instrument for Pre-accession Assistance (IPA) beneficiaries,20.1,Members of the municipal council (or equivalent)
2023,Ireland,22.6,Mayor or other leader of the municipal council (or equivalent)
2023,Ireland,26,Members of the municipal council (or equivalent)
2023,Italy,15.4,Mayor or other leader of the municipal council (or equivalent)
2023,Italy,32.5,Members of the municipal council (or equivalent)
2023,Kosovo,2.6,Mayor or other leader of the municipal council (or equivalent)
2023,Kosovo,35.4,Members of the municipal council (or equivalent)
2023,Latvia,11.6,Mayor or other leader of the municipal council (or equivalent)
2023,Latvia,29.8,Members of the municipal council (or equivalent)
2023,Liechtenstein,18.2,Mayor or other leader of the municipal council (or equivalent)
2023,Liechtenstein,34.8,Members of the municipal council (or equivalent)
2023,Lithuania,6.7,Mayor or other leader of the municipal council (or equivalent)
2023,Lithuania,31.3,Members of the municipal council (or equivalent)
2023,Luxembourg,18.6,Mayor or other leader of the municipal council (or equivalent)
2023,Luxembourg,30.1,Members of the municipal council (or equivalent)
2023,Malta,16.2,Mayor or other leader of the municipal council (or equivalent)
2023,Malta,25.9,Members of the municipal council (or equivalent)
2023,Montenegro,12,Mayor or other leader of the municipal council (or equivalent)
2023,Montenegro,32.1,Members of the municipal council (or equivalent)
2023,Netherlands,31,Mayor or other leader of the municipal council (or equivalent)
2023,Netherlands,34.8,Members of the municipal council (or equivalent)
2023,North Macedonia,2.5,Mayor or other leader of the municipal council (or equivalent)
2023,North Macedonia,36.7,Members of the municipal council (or equivalent)
2023,Norway,35.4,Mayor or other leader of the municipal council (or equivalent)
2023,Norway,40.5,Members of the municipal council (or equivalent)
2023,Poland,12,Mayor or other leader of the municipal council (or equivalent)
2023,Poland,29.5,Members of the municipal council (or equivalent)
2023,Portugal,11,Mayor or other leader of the municipal council (or equivalent)
2023,Portugal,33.5,Members of the municipal council (or equivalent)
2023,Romania,5.4,Mayor or other leader of the municipal council (or equivalent)
2023,Romania,13.3,Members of the municipal council (or equivalent)
2023,Serbia,12.1,Mayor or other leader of the municipal council (or equivalent)
2023,Serbia,37.2,Members of the municipal council (or equivalent)
2023,Slovakia,26.5,Mayor or other leader of the municipal council (or equivalent)
2023,Slovakia,27.1,Members of the municipal council (or equivalent)
2023,Slovenia,13.7,Mayor or other leader of the municipal council (or equivalent)
2023,Slovenia,33.8,Members of the municipal council (or equivalent)
2023,Spain,24.5,Mayor or other leader of the municipal council (or equivalent)
2023,Spain,40.9,Members of the municipal council (or equivalent)
2023,Sweden,36.6,Mayor or other leader of the municipal council (or equivalent)
2023,Sweden,43.1,Members of the municipal council (or equivalent)
2023,Turkey,2.8,Mayor or other leader of the municipal council (or equivalent)
2023,Turkey,11,Members of the municipal council (or equivalent)
2023,United Kingdom,22.3,Mayor or other leader of the municipal council (or equivalent)
2023,United Kingdom,36.8,Members of the municipal council (or equivalent)
